"state","stateName","question","questionLabel","citation","sourceUrl","readAt","readAtName","verified","attested","page"
"DC","District of Columbia","is-an-exam-required-before-treatment","Exam before treatment","D.C. Code §3-1201.05(b)","https://code.dccouncil.gov/us/dc/council/code/sections/3-1201.05","","","2026-09-03","true","https://medsparadar.com/states/district-of-columbia/q/is-an-exam-required-before-treatment"
"DC","District of Columbia","may-an-esthetician-perform-microneedling","Esthetician microneedling","17 DCMR § 3799.1 (Definitions — “Esthetics”; “Master esthetics”)","https://dcregs.dc.gov/Common/DCMR/RuleList.aspx?DownloadFile={FFB672B6-94A9-4383-97D4-1CE7D672B013}","","","2026-09-07","true","https://medsparadar.com/states/district-of-columbia/q/may-an-esthetician-perform-microneedling"
"DC","District of Columbia","what-business-structure-is-required","Structure limits","D.C. Code §29-505(a) (Purpose for organization; powers authorized)","https://code.dccouncil.gov/us/dc/council/code/sections/29-505","","","2026-09-03","true","https://medsparadar.com/states/district-of-columbia/q/what-business-structure-is-required"
"DC","District of Columbia","what-can-a-med-spa-advertise","Advertising limits","D.C. Code §3-1201.02(7)(A)(vii)","https://code.dccouncil.gov/us/dc/council/code/sections/3-1201.02","","","2026-09-03","true","https://medsparadar.com/states/district-of-columbia/q/what-can-a-med-spa-advertise"
"DC","District of Columbia","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","D.C. Code §3-1205.14(a)(1) (Revocation, suspension, or denial of license)","https://code.dccouncil.gov/us/dc/council/code/sections/3-1205.14","","","2026-09-03","true","https://medsparadar.com/states/district-of-columbia/q/what-can-a-practitioner-be-disciplined-for"
"DC","District of Columbia","what-does-it-cost-to-open","License fees","17 DCMR § 3500.1 (Licensing Fees — Cosmetologists; Barbers)","https://dcregs.dc.gov/Common/DCMR/RuleList.aspx?DownloadFile={181E5E6E-A618-4268-981D-1289A2C3803E}","","","2026-09-07","true","https://medsparadar.com/states/district-of-columbia/q/what-does-it-cost-to-open"
"DC","District of Columbia","what-happens-if-you-practice-without-a-license","Unlicensed practice","D.C. Code §3-1210.01 (Practicing without license, registration, or certification)","https://code.dccouncil.gov/us/dc/council/code/sections/3-1210.01","","","2026-09-08","true","https://medsparadar.com/states/district-of-columbia/q/what-happens-if-you-practice-without-a-license"
"DC","District of Columbia","what-must-the-supervising-physician-do","Supervising physician duties","D.C. Code §3-1201.02(6D)","https://code.dccouncil.gov/us/dc/council/code/sections/3-1201.02","","","2026-09-08","true","https://medsparadar.com/states/district-of-columbia/q/what-must-the-supervising-physician-do"
"DC","District of Columbia","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","D.C. Code §28-3909(a)","https://code.dccouncil.gov/us/dc/council/code/sections/28-3909","","","2026-09-08","true","https://medsparadar.com/states/district-of-columbia/q/who-enforces-deceptive-med-spa-marketing"
"DC","District of Columbia","who-may-operate-a-cosmetic-laser","Laser & energy devices","17 DCMR § 3799.1 (Definitions — “Practice of basic esthetics”)","https://dcregs.dc.gov/Common/DCMR/RuleList.aspx?DownloadFile={FFB672B6-94A9-4383-97D4-1CE7D672B013}","","","2026-09-08","true","https://medsparadar.com/states/district-of-columbia/q/who-may-operate-a-cosmetic-laser"
"FL","Florida","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Fla. Stat. § 465.0158(1)","https://www.flsenate.gov/Laws/Statutes/2024/465.0158","","","2026-09-02","true","https://medsparadar.com/states/florida/q/can-a-med-spa-offer-compounded-glp-1"
"FL","Florida","can-a-medical-assistant-inject","Medical assistants","Fla. Stat. §458.331(1)(f)","https://www.flsenate.gov/Laws/Statutes/2024/458.331","","","2026-07-26","true","https://medsparadar.com/states/florida/q/can-a-medical-assistant-inject"
"FL","Florida","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Fla. Stat. § 456.054(2)","https://www.flsenate.gov/Laws/Statutes/2024/456.054","","","2026-09-02","true","https://medsparadar.com/states/florida/q/can-a-non-clinical-owner-take-a-percentage"
"FL","Florida","can-a-non-physician-own-a-med-spa","Non-physician ownership","Fla. Stat. § 456.054(2)","https://www.flsenate.gov/Laws/Statutes/2024/456.054","","","2026-09-02","true","https://medsparadar.com/states/florida/q/can-a-non-physician-own-a-med-spa"
"FL","Florida","can-a-nurse-practitioner-work-without-a-physician","NP independence","Fla. Stat. §464.012(3)","https://www.flsenate.gov/Laws/Statutes/2024/464.012","","","2026-07-26","true","https://medsparadar.com/states/florida/q/can-a-nurse-practitioner-work-without-a-physician"
"FL","Florida","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Fla. Stat. §458.348(3)(e)","https://www.flsenate.gov/Laws/Statutes/2024/458.348","","","2026-09-01","true","https://medsparadar.com/states/florida/q/can-a-physician-assistant-inject-or-prescribe"
"FL","Florida","can-an-rn-inject-botox-or-filler","RN injecting","Fla. Stat. §464.003","https://www.flsenate.gov/Laws/Statutes/2024/464.003","","","2026-07-26","true","https://medsparadar.com/states/florida/q/can-an-rn-inject-botox-or-filler"
"FL","Florida","can-the-exam-be-done-by-telehealth","Telehealth exams","Fla. Stat. §456.47(2)","https://www.flsenate.gov/Laws/Statutes/2024/456.47","","","2026-07-26","true","https://medsparadar.com/states/florida/q/can-the-exam-be-done-by-telehealth"
"FL","Florida","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Fla. Stat. §400.995","https://www.flsenate.gov/Laws/Statutes/2024/400.995","","","2026-07-26","true","https://medsparadar.com/states/florida/q/can-the-state-shut-down-an-unlicensed-med-spa"
"FL","Florida","does-a-med-spa-need-to-register","Registration & licensing","Fla. Stat. § 465.0158(1)","https://www.flsenate.gov/Laws/Statutes/2024/465.0158","","","2026-09-02","true","https://medsparadar.com/states/florida/q/does-a-med-spa-need-to-register"
"FL","Florida","is-a-medical-director-required","Medical director required?","Fla. Stat. §458.331(1)(w)","https://www.flsenate.gov/Laws/Statutes/2024/458.331","","","2026-07-26","true","https://medsparadar.com/states/florida/q/is-a-medical-director-required"
"FL","Florida","is-an-exam-required-before-treatment","Exam before treatment","Fla. Stat. §458.331(1)(q)","https://www.flsenate.gov/Laws/Statutes/2024/458.331","","","2026-09-01","true","https://medsparadar.com/states/florida/q/is-an-exam-required-before-treatment"
"FL","Florida","may-an-esthetician-perform-microneedling","Esthetician microneedling","Fla. Admin. Code R. 61G5-18.00015(2)(h)","https://flrules.org/gateway/readFile.asp?sid=0&tid=0&cno=61G5-18&caid=1442795&type=4&file=61G5-18.doc","","","2026-09-20","true","https://medsparadar.com/states/florida/q/may-an-esthetician-perform-microneedling"
"FL","Florida","must-someone-be-on-site-during-treatment","On-site presence","Fla. Stat. §458.348(3)","https://www.flsenate.gov/Laws/Statutes/2024/458.348","","","2026-09-01","true","https://medsparadar.com/states/florida/q/must-someone-be-on-site-during-treatment"
"FL","Florida","what-business-structure-is-required","Structure limits","Fla. Stat. §400.991(1)(a)","https://www.flsenate.gov/Laws/Statutes/2024/400.991","","","2026-07-26","true","https://medsparadar.com/states/florida/q/what-business-structure-is-required"
"FL","Florida","what-can-a-med-spa-advertise","Advertising limits","Fla. Stat. §458.331(1)(d)","https://www.flsenate.gov/Laws/Statutes/2024/458.331","","","2026-07-26","true","https://medsparadar.com/states/florida/q/what-can-a-med-spa-advertise"
"FL","Florida","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Fla. Stat. §458.331","https://www.flsenate.gov/Laws/Statutes/2024/458.331","","","2026-07-26","true","https://medsparadar.com/states/florida/q/what-can-a-practitioner-be-disciplined-for"
"FL","Florida","what-does-it-cost-to-open","License fees","Fla. Stat. § 465.0276(2)(a)","https://www.flsenate.gov/Laws/Statutes/2024/465.0276","","","2026-09-02","true","https://medsparadar.com/states/florida/q/what-does-it-cost-to-open"
"FL","Florida","what-happens-if-you-practice-without-a-license","Unlicensed practice","Fla. Stat. §458.327(1)(a)","https://www.flsenate.gov/Laws/Statutes/2024/458.327","","","2026-07-26","true","https://medsparadar.com/states/florida/q/what-happens-if-you-practice-without-a-license"
"FL","Florida","what-must-be-reported-to-the-board","Reporting duties","Fla. Admin. Code r. 64B8-9.009(2)(l)-(m) (adverse incident reporting and risk management)","https://www.flrules.org/gateway/ruleNo.asp?id=64B8-9.009","https://www.law.cornell.edu/regulations/florida/Fla-Admin-Code-Ann-R-64B8-9-009","Cornell Legal Information Institute","2026-09-08","true","https://medsparadar.com/states/florida/q/what-must-be-reported-to-the-board"
"FL","Florida","what-must-the-supervising-physician-do","Supervising physician duties","Fla. Stat. §458.348(3)(c)2.","https://www.flsenate.gov/Laws/Statutes/2024/458.348","","","2026-09-01","true","https://medsparadar.com/states/florida/q/what-must-the-supervising-physician-do"
"FL","Florida","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Fla. Stat. §501.204(1)","https://www.flsenate.gov/Laws/Statutes/2024/501.204","","","2026-07-26","true","https://medsparadar.com/states/florida/q/who-enforces-deceptive-med-spa-marketing"
"FL","Florida","who-may-operate-a-cosmetic-laser","Laser & energy devices","Fla. Stat. §458.348(2)","https://www.flsenate.gov/Laws/Statutes/2024/458.348","","","2026-09-01","true","https://medsparadar.com/states/florida/q/who-may-operate-a-cosmetic-laser"
"FL","Florida","who-may-perform-the-pre-treatment-exam","Who performs the exam","Fla. Stat. §464.012(3) and (4)(a)","https://www.flsenate.gov/Laws/Statutes/2024/464.012","","","2026-09-01","true","https://medsparadar.com/states/florida/q/who-may-perform-the-pre-treatment-exam"
"GA","Georgia","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Ga. Comp. R. & Regs. 480-11 (compounding — office use)","https://rules.sos.ga.gov/gac/480-11","","","2026-09-02","true","https://medsparadar.com/states/georgia/q/can-a-med-spa-offer-compounded-glp-1"
"GA","Georgia","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","O.C.G.A. § 43-34-8(a)(9)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-34-8.html","FindLaw Codes","2026-09-02","true","https://medsparadar.com/states/georgia/q/can-a-non-clinical-owner-take-a-percentage"
"GA","Georgia","can-a-non-physician-own-a-med-spa","Non-physician ownership","O.C.G.A. §14-7-2","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-14-corporations-partnerships-and-associations/ga-code-sect-14-7-2.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/can-a-non-physician-own-a-med-spa"
"GA","Georgia","can-a-nurse-practitioner-work-without-a-physician","NP independence","Ga. Comp. R. & Regs. 360-35-.07(1)(a), (2)(a)","https://rules.sos.ga.gov/gac/360-35","","","2026-09-08","true","https://medsparadar.com/states/georgia/q/can-a-nurse-practitioner-work-without-a-physician"
"GA","Georgia","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Ga. Comp. R. & Regs. 360-35-.02(2)","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/can-a-physician-assistant-inject-or-prescribe"
"GA","Georgia","can-an-rn-inject-botox-or-filler","RN injecting","O.C.G.A. §43-34-23(a)","https://www.lexisnexis.com/hottopics/gacode/","https://law.justia.com/codes/georgia/title-43/chapter-34/article-2/section-43-34-23/","Justia Law","2026-08-17","true","https://medsparadar.com/states/georgia/q/can-an-rn-inject-botox-or-filler"
"GA","Georgia","can-the-exam-be-done-by-telehealth","Telehealth exams","Ga. Comp. R. & Regs. 360-3-.07(a)(1)-(3) (Practice through electronic or other such means)","https://rules.sos.ga.gov/gac/360-3","","","2026-09-08","true","https://medsparadar.com/states/georgia/q/can-the-exam-be-done-by-telehealth"
"GA","Georgia","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","O.C.G.A. §43-34-8(b)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-34-8.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/can-the-state-shut-down-an-unlicensed-med-spa"
"GA","Georgia","does-a-med-spa-need-to-register","Registration & licensing","Ga. Comp. R. & Regs. 480-11 (compounding — office use)","https://rules.sos.ga.gov/gac/480-11","","","2026-09-02","true","https://medsparadar.com/states/georgia/q/does-a-med-spa-need-to-register"
"GA","Georgia","is-a-medical-director-required","Medical director required?","Ga. Comp. R. & Regs. 360-35-.05","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/is-a-medical-director-required"
"GA","Georgia","is-an-exam-required-before-treatment","Exam before treatment","Ga. Comp. R. & Regs. 360-35-.05(1)(b)","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/is-an-exam-required-before-treatment"
"GA","Georgia","may-an-esthetician-perform-microneedling","Esthetician microneedling","O.C.G.A. § 43-10-1(8)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-10-1.html","FindLaw Codes","2026-09-02","true","https://medsparadar.com/states/georgia/q/may-an-esthetician-perform-microneedling"
"GA","Georgia","must-someone-be-on-site-during-treatment","On-site presence","Ga. Comp. R. & Regs. 360-35-.05(1)(c)","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/must-someone-be-on-site-during-treatment"
"GA","Georgia","what-business-structure-is-required","Structure limits","O.C.G.A. §14-7-2","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-14-corporations-partnerships-and-associations/ga-code-sect-14-7-2.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/what-business-structure-is-required"
"GA","Georgia","what-can-a-med-spa-advertise","Advertising limits","O.C.G.A. §43-34-8(a)(6)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-34-8.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/what-can-a-med-spa-advertise"
"GA","Georgia","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","O.C.G.A. §43-34-8(a)(7)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-34-8.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/what-can-a-practitioner-be-disciplined-for"
"GA","Georgia","what-does-it-cost-to-open","License fees","Ga. Comp. R. & Regs. 240-1-.03(1), (2)","https://rules.sos.ga.gov/GAC/240-1-.03","","","2026-09-02","true","https://medsparadar.com/states/georgia/q/what-does-it-cost-to-open"
"GA","Georgia","what-happens-if-you-practice-without-a-license","Unlicensed practice","O.C.G.A. §43-34-42(a)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-43-professions-and-businesses/ga-code-sect-43-34-42.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/what-happens-if-you-practice-without-a-license"
"GA","Georgia","what-must-be-reported-to-the-board","Reporting duties","Ga. Comp. R. & Regs. 360-35-.03(2) (Renewal requirements — notice of address change)","https://rules.sos.ga.gov/gac/360-35","","","2026-09-08","true","https://medsparadar.com/states/georgia/q/what-must-be-reported-to-the-board"
"GA","Georgia","what-must-the-supervising-physician-do","Supervising physician duties","Ga. Comp. R. & Regs. 360-35-.06","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/what-must-the-supervising-physician-do"
"GA","Georgia","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","O.C.G.A. §10-1-397(b)(1)","https://www.lexisnexis.com/hottopics/gacode/","https://codes.findlaw.com/ga/title-10-commerce-and-trade/ga-code-sect-10-1-397.html","FindLaw Codes","2026-08-17","true","https://medsparadar.com/states/georgia/q/who-enforces-deceptive-med-spa-marketing"
"GA","Georgia","who-may-operate-a-cosmetic-laser","Laser & energy devices","Ga. Comp. R. & Regs. 360-35-.05","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/who-may-operate-a-cosmetic-laser"
"GA","Georgia","who-may-perform-the-pre-treatment-exam","Who performs the exam","Ga. Comp. R. & Regs. 360-35-.05(1)(b)","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/who-may-perform-the-pre-treatment-exam"
"GA","Georgia","who-must-be-the-responsible-practitioner","Responsible practitioner","Ga. Comp. R. & Regs. 360-35-.07","https://rules.sos.ga.gov/gac/360-35","","","2026-08-17","true","https://medsparadar.com/states/georgia/q/who-must-be-the-responsible-practitioner"
"HI","Hawaii","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Haw. Rev. Stat. § 461-1 (""Practice of pharmacy"" (1))","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0461/HRS_0461-0001.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-a-med-spa-offer-compounded-glp-1"
"HI","Hawaii","can-a-medical-assistant-inject","Medical assistants","Haw. Rev. Stat. § 457-7.5(a)-(b)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0457/HRS_0457-0007_0005.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-a-medical-assistant-inject"
"HI","Hawaii","can-a-non-physician-own-a-med-spa","Non-physician ownership","Haw. Rev. Stat. § 415A-2 (""Professional service""; ""Qualified person"")","https://data.capitol.hawaii.gov/hrscurrent/Vol08_Ch0401-0429/HRS0415A/HRS_0415A-0002.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-a-non-physician-own-a-med-spa"
"HI","Hawaii","can-a-nurse-practitioner-work-without-a-physician","NP independence","Haw. Rev. Stat. § 457-2.7(a)-(b)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0457/HRS_0457-0002_0007.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-a-nurse-practitioner-work-without-a-physician"
"HI","Hawaii","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Haw. Admin. R. § 16-85-49.1(a)-(b)","https://cca.hawaii.gov/wp-content/uploads/2026/02/har_85-c2-1-1.pdf","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-a-physician-assistant-inject-or-prescribe"
"HI","Hawaii","can-an-rn-inject-botox-or-filler","RN injecting","Haw. Rev. Stat. § 457-2.7(a)-(b)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0457/HRS_0457-0002_0007.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-an-rn-inject-botox-or-filler"
"HI","Hawaii","can-the-exam-be-done-by-telehealth","Telehealth exams","Haw. Rev. Stat. § 453-1.3(e)-(f)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0001_0003.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-the-exam-be-done-by-telehealth"
"HI","Hawaii","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Haw. Rev. Stat. § 453-8.2(a)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0008_0002.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/can-the-state-shut-down-an-unlicensed-med-spa"
"HI","Hawaii","does-a-med-spa-need-to-register","Registration & licensing","Haw. Rev. Stat. § 439A-10(a)(1)-(3) (ch. 453 and Haw. Admin. R. ch. 16-85 surveyed)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0439A/HRS_0439A-0010.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/does-a-med-spa-need-to-register"
"HI","Hawaii","is-a-medical-director-required","Medical director required?","Haw. Rev. Stat. § 453-1","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0001.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/is-a-medical-director-required"
"HI","Hawaii","is-an-exam-required-before-treatment","Exam before treatment","Haw. Rev. Stat. § 453-1.3(e)-(f)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0001_0003.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/is-an-exam-required-before-treatment"
"HI","Hawaii","may-an-esthetician-perform-microneedling","Esthetician microneedling","Haw. Rev. Stat. § 439A-2 (""Esthetician"")","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0439A/HRS_0439A-0002.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/may-an-esthetician-perform-microneedling"
"HI","Hawaii","must-someone-be-on-site-during-treatment","On-site presence","Haw. Rev. Stat. § 453-2(b)(5)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0002.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/must-someone-be-on-site-during-treatment"
"HI","Hawaii","what-business-structure-is-required","Structure limits","Haw. Rev. Stat. § 415A-2 (""Professional service""; ""Qualified person"")","https://data.capitol.hawaii.gov/hrscurrent/Vol08_Ch0401-0429/HRS0415A/HRS_0415A-0002.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-business-structure-is-required"
"HI","Hawaii","what-can-a-med-spa-advertise","Advertising limits","Haw. Rev. Stat. § 453-8(a)(3)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0008.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-can-a-med-spa-advertise"
"HI","Hawaii","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Haw. Rev. Stat. § 453-8(a)(7), (9)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0008.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-can-a-practitioner-be-disciplined-for"
"HI","Hawaii","what-does-it-cost-to-open","License fees","Haw. Admin. R. § 16-53-14(1)","https://cca.hawaii.gov/wp-content/uploads/2026/02/HAR_16-53_FeesOct-2016-1.pdf","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-does-it-cost-to-open"
"HI","Hawaii","what-happens-if-you-practice-without-a-license","Unlicensed practice","Haw. Rev. Stat. § 453-13","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0013.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-happens-if-you-practice-without-a-license"
"HI","Hawaii","what-must-be-reported-to-the-board","Reporting duties","Haw. Rev. Stat. § 453-8(a)(14)","https://data.capitol.hawaii.gov/hrscurrent/Vol10_Ch0436-0474/HRS0453/HRS_0453-0008.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-must-be-reported-to-the-board"
"HI","Hawaii","what-must-the-supervising-physician-do","Supervising physician duties","Haw. Admin. R. § 16-85-44.5 (Definitions — “Supervising physician”; “Supervision”)","https://cca.hawaii.gov/wp-content/uploads/2026/02/har_85-c2-1-1.pdf","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/what-must-the-supervising-physician-do"
"HI","Hawaii","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Haw. Rev. Stat. § 480-3.1","https://data.capitol.hawaii.gov/hrscurrent/Vol11_Ch0476-0490/HRS0480/HRS_0480-0003_0001.htm","","","2026-09-08","true","https://medsparadar.com/states/hawaii/q/who-enforces-deceptive-med-spa-marketing"
"ID","Idaho","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Idaho Code § 54-1704(7) (definition of “Compounding”)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH17/SECT54-1704/","","","2026-09-06","true","https://medsparadar.com/states/idaho/q/can-a-med-spa-offer-compounded-glp-1"
"ID","Idaho","can-a-medical-assistant-inject","Medical assistants","Idaho Code §54-1803(4)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH18/SECT54-1803/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-a-medical-assistant-inject"
"ID","Idaho","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Idaho Code §54-1814(8)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH18/SECT54-1814/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-a-non-clinical-owner-take-a-percentage"
"ID","Idaho","can-a-non-physician-own-a-med-spa","Non-physician ownership","Idaho Code tit. 30, ch. 13 (chapter index — REPEALED)","https://legislature.idaho.gov/statutesrules/idstat/Title30/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-a-non-physician-own-a-med-spa"
"ID","Idaho","can-a-nurse-practitioner-work-without-a-physician","NP independence","Idaho Code §54-1402(1)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH14/SECT54-1402/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-a-nurse-practitioner-work-without-a-physician"
"ID","Idaho","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Idaho Code §54-1814(17)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH18/SECT54-1814/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-a-physician-assistant-inject-or-prescribe"
"ID","Idaho","can-an-rn-inject-botox-or-filler","RN injecting","Idaho Code §54-1402(1)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH14/SECT54-1402/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-an-rn-inject-botox-or-filler"
"ID","Idaho","can-the-exam-be-done-by-telehealth","Telehealth exams","Idaho Code §54-5705","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH57/SECT54-5705/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/can-the-exam-be-done-by-telehealth"
"ID","Idaho","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Idaho Code §48-606(1)(b), (2) (Attorney General — injunctive relief)","https://legislature.idaho.gov/statutesrules/idstat/Title48/T48CH6/SECT48-606/","","","2026-09-08","true","https://medsparadar.com/states/idaho/q/can-the-state-shut-down-an-unlicensed-med-spa"
"ID","Idaho","does-a-med-spa-need-to-register","Registration & licensing","Idaho Code § 54-1704(7) (definition of “Compounding”)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH17/SECT54-1704/","","","2026-09-06","true","https://medsparadar.com/states/idaho/q/does-a-med-spa-need-to-register"
"ID","Idaho","is-a-medical-director-required","Medical director required?","Idaho Code §54-1803(4)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH18/SECT54-1803/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/is-a-medical-director-required"
"ID","Idaho","is-an-exam-required-before-treatment","Exam before treatment","Idaho Code §54-5705","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH57/SECT54-5705/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/is-an-exam-required-before-treatment"
"ID","Idaho","may-an-esthetician-perform-microneedling","Esthetician microneedling","Idaho Code §54-5802(14)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH58/SECT54-5802/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/may-an-esthetician-perform-microneedling"
"ID","Idaho","what-business-structure-is-required","Structure limits","Idaho Code tit. 30, ch. 13 (chapter index — REPEALED)","https://legislature.idaho.gov/statutesrules/idstat/Title30/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/what-business-structure-is-required"
"ID","Idaho","what-can-a-med-spa-advertise","Advertising limits","Idaho Code §54-1814(4)","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH18/SECT54-1814/","","","2026-09-03","true","https://medsparadar.com/states/idaho/q/what-can-a-med-spa-advertise"
